Date,valley fever,DiseaseIncidence,symptoms,cancer symptoms,pregnancy,pregnancy symptoms,flu,flu symptoms,valley fever symptoms,symptoms of valley fever,valley fever symptoms in dogs,valley fever in dogs,symptoms of valley fever in dogs,what are the symptoms of valley fever,valley fever in dogs symptoms,symptoms of lyme disease,symptoms of mono,what is valley fever,valley fever treatment,treatment for valley fever,valley fever test,valley fever contagious,is valley fever contagious,valley fever rash,valley fever in humans,valley fever symptoms in humans,fluconazole,fluconazole for dogs,fluconazole side effects,fluconazole 150mg,fluconazole 150 mg,valley metro,metro valley bus,bus,metro bus,valley metro routes,phoenix valley metro,hay fever,hay fever symptoms
3/23/2014 0:00,100,0,69,57,93,61,25,20,71,20,0,37,53,0,0,44,25,27,53,0,41,41,48,0,0,87,34,0,100,0,0,77,52,69,74,53,66,22,52
3/30/2014 0:00,84,0,60,62,91,49,31,36,49,31,72,65,53,0,72,44,25,41,53,0,0,0,0,0,44,87,34,0,50,0,0,84,63,73,44,45,66,33,0
4/6/2014 0:00,63,0,65,82,87,67,29,23,42,69,34,18,0,0,34,0,25,26,51,84,40,60,47,0,0,0,50,52,0,0,0,63,61,84,62,20,41,0,100
4/27/2014 0:00,67,1,62,65,93,37,24,18,38,18,62,32,0,76,62,0,0,24,0,0,36,36,42,0,39,0,45,0,0,0,0,79,59,92,74,21,53,19,0
5/4/2014 0:00,65,2,67,57,93,63,24,17,41,29,0,52,0,0,0,0,24,0,49,0,78,0,45,82,0,0,65,0,47,0,0,66,39,82,42,23,53,20,0
5/11/2014 0:00,73,2,63,66,78,56,24,24,74,90,35,54,0,0,35,43,50,27,51,0,0,0,0,0,44,0,42,0,0,0,0,70,49,80,50,40,32,32,0
5/18/2014 0:00,52,1,61,89,87,54,26,20,11,21,0,38,0,0,0,45,26,0,0,88,0,0,0,0,0,0,52,0,0,0,0,60,44,80,62,38,43,44,0
5/25/2014 0:00,45,1,64,75,93,76,22,10,50,0,0,19,0,0,0,46,26,0,0,0,0,0,0,0,0,89,27,54,0,0,0,72,51,100,54,42,48,22,0
6/1/2014 0:00,51,1,68,76,98,96,17,21,51,43,0,19,0,0,0,0,0,57,55,0,0,0,0,0,0,0,63,0,0,0,0,83,45,93,56,26,59,23,54
6/8/2014 0:00,50,1,61,65,86,53,18,11,100,47,82,53,61,0,82,50,29,31,0,0,47,0,55,0,0,100,39,0,0,0,0,79,62,79,51,61,65,74,0
6/15/2014 0:00,50,1,60,69,86,49,15,9,37,47,0,32,0,100,0,0,29,31,0,0,0,0,0,0,0,0,39,0,57,95,0,80,69,78,67,65,32,37,0
6/22/2014 0:00,56,1,65,98,93,100,16,14,31,35,0,63,0,0,0,0,0,0,0,0,95,48,0,0,0,0,59,0,0,0,0,81,72,77,72,37,38,25,0
6/29/2014 0:00,85,1,62,53,98,55,6,10,33,49,43,56,96,0,43,0,31,0,64,0,100,0,0,0,0,0,84,0,0,0,0,75,71,89,51,20,40,26,0
7/6/2014 0:00,89,1,66,72,100,83,14,14,52,24,43,0,0,0,43,52,0,98,63,0,0,0,0,0,0,0,41,0,59,0,0,75,64,78,78,15,84,64,0
7/20/2014 0:00,91,1,60,68,94,81,12,7,58,36,42,66,0,0,42,0,30,32,0,0,49,0,0,0,52,0,51,0,0,0,0,74,87,82,76,24,61,26,0
7/27/2014 0:00,51,0,67,65,98,68,13,14,38,36,41,54,61,0,41,0,0,0,61,0,48,0,0,0,0,0,79,0,58,0,0,79,65,85,67,19,71,0,0
8/3/2014 0:00,59,1,67,83,81,79,14,7,72,37,43,56,64,0,43,0,31,100,0,0,0,100,0,53,0,0,31,0,60,0,0,80,87,96,76,25,17,27,0
8/10/2014 0:00,58,0,67,56,79,53,14,14,31,0,0,21,0,0,0,49,29,31,0,0,46,0,0,0,0,0,58,0,56,0,0,70,100,88,74,28,85,36,0
8/17/2014 0:00,65,1,68,68,84,53,21,14,55,23,40,41,0,0,40,0,29,0,89,98,0,0,0,50,0,97,38,59,55,0,0,85,61,85,76,55,90,24,0
8/24/2014 0:00,60,1,68,99,82,52,23,25,36,23,39,31,58,98,39,0,0,0,0,0,46,46,0,0,0,96,48,0,55,0,0,91,99,97,100,100,100,0,0
8/31/2014 0:00,46,0,71,52,81,50,28,11,30,0,40,61,0,0,40,49,28,0,0,96,92,0,53,0,0,0,38,0,55,0,0,80,91,86,75,72,42,36,0
9/7/2014 0:00,61,1,60,79,86,39,28,6,53,0,0,100,0,0,0,48,54,29,0,0,0,0,0,0,48,0,65,0,0,0,0,100,96,75,75,53,87,23,56
9/14/2014 0:00,46,1,67,78,80,77,35,15,41,0,0,20,0,0,0,95,41,30,0,0,0,0,0,0,0,0,28,0,0,0,0,68,63,70,66,89,72,0,56
9/21/2014 0:00,31,1,65,100,84,67,45,20,18,0,39,20,0,0,39,48,28,30,0,0,0,0,0,0,49,0,57,0,0,0,0,76,77,76,72,63,63,48,0
9/28/2014 0:00,76,1,81,90,77,67,56,23,18,0,0,62,0,0,0,0,29,31,0,0,0,0,0,100,0,0,39,60,0,0,0,73,76,88,75,37,32,61,0
10/5/2014 0:00,52,0,88,100,87,51,55,37,49,46,41,41,60,0,41,0,29,31,0,0,46,47,0,50,0,0,39,0,0,0,0,65,54,86,59,41,43,49,0
10/12/2014 0:00,50,0,100,96,89,65,79,34,50,47,0,32,60,0,0,100,29,0,60,0,47,0,0,0,0,0,20,0,0,0,0,82,57,71,60,70,86,0,0
10/19/2014 0:00,47,1,77,97,87,50,63,36,55,23,40,41,0,0,40,98,58,31,0,0,46,0,0,0,100,0,39,59,56,0,0,77,83,73,82,36,37,0,0
10/26/2014 0:00,47,1,67,92,80,58,44,23,18,0,0,52,0,0,0,0,58,0,0,0,95,47,0,50,0,0,39,0,0,0,0,87,74,73,75,32,80,49,0
11/2/2014 0:00,80,1,68,87,80,50,38,31,24,0,40,31,0,0,40,49,57,0,88,97,46,46,80,49,0,0,48,0,0,0,0,68,46,74,76,36,68,36,0
11/9/2014 0:00,67,0,65,79,75,52,36,18,42,45,0,61,0,0,0,0,28,30,0,0,46,46,0,0,49,0,38,0,0,0,0,70,72,74,91,54,58,48,0
11/16/2014 0:00,43,1,60,80,81,56,34,23,38,23,0,21,61,0,0,0,0,63,0,100,48,0,55,0,0,0,40,0,0,0,0,87,67,75,65,42,60,25,0
11/23/2014 0:00,30,0,59,69,70,33,34,40,13,0,0,0,0,0,0,0,0,32,62,0,48,0,57,52,52,0,41,62,0,0,0,76,87,76,68,43,55,25,0
11/30/2014 0:00,32,1,62,72,79,35,47,43,12,44,0,20,0,0,0,0,0,59,57,0,0,0,0,0,0,0,46,0,54,0,0,65,97,78,76,48,61,0,0
12/7/2014 0:00,39,1,58,67,78,84,43,25,24,22,0,20,58,0,0,0,28,30,58,0,0,0,53,49,0,0,29,0,0,0,93,70,82,74,82,50,73,0,0
12/14/2014 0:00,41,1,63,65,69,41,42,35,25,24,0,21,0,0,0,0,0,32,0,0,0,48,56,0,0,0,50,0,58,0,0,62,91,70,82,71,49,0,0
12/21/2014 0:00,42,0,55,56,75,53,51,26,42,26,0,24,0,0,0,57,33,71,0,0,0,0,0,0,0,0,100,68,0,0,0,67,67,66,55,42,31,28,0
1/4/2015 0:00,31,1,90,92,96,66,87,71,38,49,0,25,94,0,0,32,34,0,34,0,0,48,97,0,0,0,49,0,0,0,0,89,66,81,65,62,63,0,0
1/11/2015 0:00,46,0,98,74,82,75,100,100,37,73,47,85,92,0,47,0,33,0,100,50,0,94,0,49,0,0,48,0,34,0,0,81,62,87,71,56,88,43,0
1/18/2015 0:00,32,0,90,70,92,100,77,82,19,24,0,36,0,0,0,32,33,33,33,0,34,0,0,49,0,0,24,0,0,96,0,87,77,89,64,66,52,57,0
1/25/2015 0:00,50,1,100,72,80,61,84,75,36,47,46,47,90,0,46,0,65,0,49,49,0,0,0,48,0,0,23,91,0,0,0,77,77,88,51,54,86,0,0
2/1/2015 0:00,28,1,92,69,91,53,73,65,61,0,0,36,0,0,0,62,66,0,0,0,0,46,93,0,0,0,39,0,100,0,0,80,100,80,57,95,66,28,0
2/8/2015 0:00,47,1,78,87,91,58,56,48,30,47,46,71,90,0,46,63,33,0,33,0,100,70,0,0,32,49,71,0,33,0,0,91,100,81,89,100,35,56,93
2/15/2015 0:00,46,1,85,62,84,79,48,57,19,49,0,86,0,92,0,0,57,100,51,51,0,0,0,50,34,51,57,0,0,0,96,79,71,73,63,77,52,38,0
2/22/2015 0:00,53,1,82,80,88,80,47,53,12,0,46,36,0,0,46,0,44,32,65,49,67,0,0,48,0,0,39,0,0,0,0,65,73,78,83,95,56,28,93
3/1/2015 0:00,54,1,76,64,87,72,43,39,36,35,0,35,88,86,0,0,64,31,0,48,33,0,0,0,0,0,30,89,0,0,0,71,57,79,63,44,49,41,0
3/8/2015 0:00,61,1,80,70,89,68,43,53,41,45,44,45,0,0,44,0,32,31,0,70,32,0,0,0,31,46,30,0,32,0,0,65,47,76,68,33,19,27,89
3/15/2015 0:00,62,1,79,81,92,46,35,23,62,24,47,36,0,0,47,32,34,0,0,0,0,47,0,48,0,0,63,0,34,0,0,87,99,80,63,51,51,43,0
3/22/2015 0:00,58,1,88,84,85,60,30,31,55,0,0,27,0,100,0,0,86,73,0,0,37,0,0,54,0,0,71,0,0,0,0,77,91,86,68,51,74,47,0
3/29/2015 0:00,50,1,85,66,100,76,27,18,50,25,48,49,93,0,48,0,51,67,51,0,0,0,0,0,0,0,33,0,0,0,0,75,55,80,56,31,42,43,0
4/5/2015 0:00,89,0,87,83,93,52,36,49,100,37,0,61,0,91,0,96,34,33,67,100,0,95,48,49,100,100,48,95,0,0,0,79,65,79,63,36,31,100,95
4/12/2015 0:00,65,1,90,71,96,73,45,28,69,61,48,49,0,91,48,32,67,33,34,50,34,47,48,0,0,0,32,0,0,0,0,82,65,80,57,31,52,72,95
4/19/2015 0:00,58,1,92,81,84,71,49,46,62,24,0,49,0,0,0,32,34,99,0,0,67,47,0,48,33,0,48,0,0,0,0,75,77,76,70,31,26,28,95
4/26/2015 0:00,63,2,90,83,95,70,42,46,62,97,0,36,0,0,0,0,50,33,50,50,34,0,48,49,0,0,32,0,0,0,96,75,80,79,46,46,47,28,0
5/3/2015 0:00,38,2,84,61,74,64,30,13,19,0,0,25,0,0,0,33,34,0,0,0,0,48,73,50,0,0,16,0,35,0,0,68,63,89,65,36,37,29,0
5/10/2015 0:00,38,1,78,67,94,58,28,18,32,100,49,25,95,93,49,81,69,0,69,51,35,49,0,100,0,0,50,96,0,0,0,74,82,79,66,26,64,29,0
5/17/2015 0:00,58,1,76,79,91,77,34,27,59,26,0,26,0,0,0,0,53,35,0,0,36,100,75,51,0,0,34,0,0,0,0,70,66,88,45,32,71,30,100
5/24/2015 0:00,58,1,79,81,88,58,29,33,33,52,0,91,99,0,0,34,48,35,0,0,0,50,51,52,0,0,17,0,0,0,0,77,66,83,84,27,77,31,0
5/31/2015 0:00,40,1,81,100,92,47,20,19,32,25,0,25,0,0,0,33,52,0,34,0,35,0,49,0,0,0,100,98,0,0,0,79,46,84,34,0,43,0,0
6/7/2015 0:00,46,1,88,71,92,72,28,19,26,51,50,51,0,0,50,0,89,35,71,0,36,50,0,0,35,0,60,0,0,0,0,78,71,78,70,16,33,30,0
6/14/2015 0:00,52,2,82,79,91,56,31,27,32,50,0,50,0,0,0,33,0,0,0,52,35,0,0,51,0,0,17,0,71,100,0,76,57,71,53,53,59,30,0
6/21/2015 0:00,57,1,82,93,96,62,15,16,39,51,100,64,0,0,100,33,35,34,35,0,0,0,0,0,35,0,34,0,0,0,100,76,58,84,58,70,33,30,0
6/28/2015 0:00,39,1,70,80,87,71,14,13,20,26,50,51,0,0,50,100,35,34,0,0,0,50,0,0,35,0,34,100,36,0,0,83,73,80,79,64,49,0,0
7/5/2015 0:00,52,2,75,81,95,73,12,19,45,63,98,63,97,0,98,98,35,0,0,0,35,0,100,0,34,0,67,0,35,0,0,80,67,71,71,64,32,45,0
7/12/2015 0:00,35,1,82,69,89,77,14,5,44,50,48,99,95,0,48,48,34,33,34,0,0,0,0,75,0,0,33,96,0,0,0,88,86,76,62,47,53,29,0
7/19/2015 0:00,52,2,89,77,99,81,19,5,71,25,0,100,0,0,0,33,0,34,34,0,35,49,49,0,0,0,33,97,0,0,0,63,69,88,63,37,32,0,0
7/26/2015 0:00,40,2,75,65,85,69,15,16,31,25,0,49,0,0,0,32,34,0,0,0,0,48,49,0,0,51,66,0,34,0,0,70,71,87,85,41,42,29,0
8/2/2015 0:00,39,1,75,79,83,47,12,13,50,25,0,62,0,0,0,64,45,33,0,0,0,0,0,0,0,0,41,0,0,0,0,87,94,100,72,47,100,0,97
8/9/2015 0:00,56,2,76,65,79,81,18,13,25,49,0,36,0,91,0,32,51,33,0,0,34,47,0,49,0,0,32,0,0,0,0,94,82,95,68,46,57,29,0
8/16/2015 0:00,100,1,72,74,81,55,21,10,97,59,46,47,89,0,46,0,32,0,32,48,0,46,46,0,32,0,54,91,0,0,0,87,77,87,61,49,45,28,0
8/23/2015 0:00,62,2,78,67,89,39,18,12,41,35,0,23,0,0,0,0,0,31,63,0,0,0,45,46,0,0,23,0,0,0,0,99,74,91,72,34,64,27,0
8/30/2015 0:00,63,2,72,88,89,77,27,15,54,46,46,23,89,87,46,0,32,0,32,96,33,0,0,0,0,0,100,0,33,0,0,91,88,86,84,29,64,55,91
9/6/2015 0:00,57,2,74,67,76,66,30,20,61,0,0,47,0,0,0,31,33,32,0,0,33,46,0,0,0,48,39,0,0,0,0,77,70,86,65,20,66,42,0
9/13/2015 0:00,35,2,80,60,82,74,42,39,29,0,0,34,87,86,0,30,47,0,31,0,0,89,0,0,0,47,30,0,0,0,0,77,85,85,61,58,63,27,0
9/20/2015 0:00,47,2,83,71,82,35,51,34,35,46,89,34,0,0,89,30,95,31,94,0,32,44,90,0,0,0,38,0,0,0,0,76,52,79,64,58,34,27,0
9/27/2015 0:00,41,2,77,63,81,38,52,17,41,22,0,34,0,0,0,0,42,31,0,0,0,0,44,0,31,0,37,0,32,0,0,84,72,75,85,52,92,54,0
10/4/2015 0:00,33,1,78,59,79,69,77,47,12,0,44,91,0,0,44,30,53,31,32,0,0,0,0,0,0,0,38,0,0,0,92,77,66,83,74,39,25,82,0
10/11/2015 0:00,53,2,88,77,91,67,68,17,29,23,45,57,87,0,45,0,53,0,31,0,0,0,90,46,0,0,38,0,96,0,0,93,85,78,85,29,64,36,0
10/18/2015 0:00,61,2,81,66,85,60,57,31,58,68,0,23,0,84,0,29,42,31,31,0,31,44,0,45,31,0,45,0,32,0,0,85,60,73,71,66,72,53,0
10/25/2015 0:00,40,2,77,87,81,30,71,33,23,34,0,0,0,0,0,29,31,0,0,0,0,44,44,0,0,0,60,87,32,0,89,76,60,74,50,33,67,40,0
11/1/2015 0:00,60,2,78,60,77,56,50,27,70,23,0,57,0,0,0,0,32,0,0,0,0,45,45,0,0,47,30,0,0,0,91,77,61,76,70,24,34,27,0
11/8/2015 0:00,40,2,87,87,88,81,54,35,36,59,46,23,89,0,46,0,32,32,65,0,33,46,0,47,0,0,39,0,33,0,0,76,48,77,52,30,35,28,0
11/15/2015 0:00,44,2,80,72,74,47,55,32,12,23,45,23,0,0,45,0,43,0,0,0,0,46,90,46,0,0,46,90,32,0,0,67,52,72,71,39,44,41,0
11/22/2015 0:00,49,1,70,56,73,59,49,33,12,0,46,48,90,0,46,31,33,32,33,0,0,46,0,0,0,0,31,0,34,0,0,82,85,61,69,30,20,0,0
11/29/2015 0:00,50,2,81,76,78,62,56,54,23,22,44,33,86,0,44,58,31,30,0,0,31,0,0,0,30,0,52,88,0,0,0,70,66,74,68,37,48,0,0
12/6/2015 0:00,44,2,80,68,76,43,46,47,34,22,43,33,0,0,43,0,47,0,0,0,32,43,0,0,31,0,52,88,0,0,0,69,78,67,64,37,48,26,0
12/13/2015 0:00,42,2,77,65,78,37,51,57,24,47,91,47,89,0,91,31,65,63,32,48,0,0,0,47,0,0,39,91,0,0,0,81,60,71,67,74,50,28,0
12/20/2015 0:00,42,1,70,67,82,53,43,42,13,26,0,79,100,0,0,34,36,36,54,0,55,51,0,0,0,0,35,0,0,0,0,82,81,65,85,50,56,31,0
12/27/2015 0:00,39,1,81,53,97,46,56,43,12,0,0,36,0,0,0,47,100,65,0,0,0,0,0,0,33,0,40,0,0,0,0,100,94,76,100,30,57,28,0
1/3/2016 0:00,39,1,77,61,90,73,44,33,39,26,0,51,0,0,0,0,100,40,32,0,0,40,32,46,45,45,65,33,0,0,0,69,75,89,76,54,78,0,100
1/10/2016 0:00,65,1,76,68,78,85,42,38,38,25,0,40,0,0,49,0,37,0,31,0,0,0,0,45,0,0,47,0,0,0,0,100,100,100,100,100,100,20,0
1/17/2016 0:00,40,2,83,89,89,84,35,37,26,0,0,71,0,0,50,0,100,100,64,0,51,40,32,70,0,0,40,0,47,0,0,54,71,77,57,93,46,41,0
1/24/2016 0:00,56,2,90,79,84,79,45,35,39,52,0,20,0,0,0,32,62,0,33,0,52,41,0,47,0,0,33,0,0,0,95,54,56,68,62,66,46,21,0
1/31/2016 0:00,67,2,97,80,86,96,40,35,69,25,0,40,0,0,0,32,37,39,0,0,0,40,32,45,0,0,32,0,0,0,0,50,65,65,43,46,76,20,0
2/7/2016 0:00,65,1,89,59,82,79,63,78,44,51,0,30,0,0,0,32,36,39,31,87,50,39,0,0,0,44,55,32,0,0,0,48,57,61,48,26,48,20,98
2/14/2016 0:00,100,1,96,88,89,56,77,81,70,64,0,50,50,0,0,32,49,40,32,0,51,40,48,46,0,0,55,0,0,0,93,59,65,66,54,34,46,60,0
2/21/2016 0:00,63,2,100,73,76,83,100,100,50,38,0,30,0,0,0,32,25,39,32,87,50,79,31,46,0,0,63,0,0,0,92,49,58,61,44,36,45,50,0
2/28/2016 0:00,76,2,97,71,91,51,91,96,31,51,44,50,100,87,99,64,49,39,32,87,0,40,32,0,0,0,55,32,46,0,0,47,48,60,47,43,38,20,98
3/6/2016 0:00,68,1,94,91,90,76,75,82,58,52,45,40,51,88,0,32,38,80,64,0,86,81,0,0,0,45,64,0,47,0,0,48,53,60,45,27,43,30,99
3/13/2016 0:00,55,1,86,87,96,79,57,78,51,26,45,41,0,0,0,0,63,40,48,0,51,61,0,0,0,0,72,0,47,0,0,49,50,61,43,46,53,31,0
3/20/2016 0:00,94,2,87,66,88,58,45,63,56,25,0,89,0,0,0,32,37,39,63,0,50,0,31,0,44,0,24,0,0,0,91,51,47,68,56,26,45,60,0
3/27/2016 0:00,81,2,91,84,84,69,45,42,69,51,66,90,0,0,49,32,37,39,32,0,51,0,31,45,89,44,63,0,0,0,0,54,47,63,41,38,45,20,0
4/3/2016 0:00,63,1,85,91,85,69,47,40,100,76,44,49,0,0,74,0,49,78,32,0,100,0,0,45,0,0,63,0,0,0,0,47,44,70,50,60,45,0,0
4/10/2016 0:00,51,1,86,73,89,96,39,37,32,26,0,60,0,0,0,0,25,39,32,0,51,0,0,46,44,0,40,32,0,0,92,50,68,63,37,43,45,20,0
4/17/2016 0:00,83,2,89,61,87,72,32,42,88,25,0,69,50,0,49,0,24,0,63,86,0,0,31,46,66,0,55,0,0,0,0,53,63,56,41,38,45,100,0
5/1/2016 0:00,49,1,86,69,93,78,25,17,76,26,89,60,51,0,99,32,25,40,0,0,51,0,31,0,44,0,95,0,47,95,0,49,51,68,43,68,56,40,0
5/8/2016 0:00,58,1,81,64,91,91,25,16,46,26,0,21,0,0,0,33,51,0,33,0,52,41,33,0,0,0,74,100,0,0,0,47,59,67,45,52,22,41,0
5/15/2016 0:00,51,1,90,84,94,78,24,18,33,27,0,52,0,0,0,33,26,41,100,91,0,42,33,48,46,0,25,0,48,100,0,55,63,68,54,73,58,31,0
5/22/2016 0:00,53,1,81,79,100,58,22,15,48,41,48,43,0,94,53,35,53,0,69,0,0,43,0,0,48,48,51,0,0,0,0,55,61,68,44,75,41,43,0
5/29/2016 0:00,45,1,81,37,93,58,26,19,28,56,97,44,55,0,80,0,53,42,0,0,55,65,0,50,0,0,52,36,100,0,0,51,76,61,55,79,34,22,0
6/5/2016 0:00,59,1,88,94,90,82,14,6,53,27,0,63,0,0,0,34,26,41,33,0,53,84,100,48,0,0,100,0,0,0,0,51,67,67,52,79,33,0,0
6/12/2016 0:00,23,1,86,70,87,85,12,16,20,54,0,43,0,0,52,0,26,0,0,0,53,0,0,0,0,47,50,35,49,0,0,53,71,66,52,54,33,21,0
6/19/2016 0:00,56,1,85,70,97,93,14,14,53,0,47,63,0,0,0,0,26,63,67,0,0,42,0,48,0,0,50,34,49,0,0,50,62,62,55,56,33,21,0
6/26/2016 0:00,41,1,84,75,84,70,12,10,41,41,48,22,55,94,80,0,0,43,34,0,0,43,34,0,0,0,34,0,50,0,0,52,57,66,56,63,42,0,0
7/3/2016 0:00,29,1,84,91,92,79,11,11,36,29,100,57,0,0,0,0,28,0,36,0,57,45,0,52,0,0,63,55,52,0,0,55,68,59,48,54,28,46,0
7/10/2016 0:00,39,1,88,77,87,76,13,8,28,28,0,22,0,0,0,0,0,0,0,0,55,43,0,0,48,48,52,0,0,0,100,51,52,64,49,52,38,0,0
7/17/2016 0:00,57,1,80,87,97,84,8,4,54,28,95,54,81,0,80,35,66,0,0,0,55,86,34,0,0,47,26,0,0,0,0,51,55,63,60,70,45,0,0
7/24/2016 0:00,53,1,79,82,99,81,14,8,27,28,0,43,0,0,53,34,40,43,34,0,55,0,0,50,0,0,69,35,50,0,0,58,62,74,56,57,38,0,0
7/31/2016 0:00,41,1,83,93,88,49,16,11,48,28,0,87,0,0,0,0,27,43,69,0,55,44,34,100,0,0,17,0,0,0,0,49,56,83,46,47,31,0,0
8/7/2016 0:00,46,1,75,100,79,42,10,17,14,28,0,56,0,0,0,0,41,44,35,0,56,0,0,51,0,0,79,0,52,0,0,51,77,81,52,43,23,22,0
8/14/2016 0:00,58,1,75,60,84,76,18,18,29,44,0,46,0,100,56,36,0,0,36,100,58,45,36,0,100,100,63,0,0,0,0,53,53,66,66,52,48,45,0
8/21/2016 0:00,51,1,80,62,86,81,21,12,41,27,48,54,0,94,53,0,26,0,34,0,0,0,34,0,0,0,43,71,50,0,0,55,65,80,51,36,49,22,0
8/28/2016 0:00,60,1,79,56,89,66,21,6,33,52,0,41,0,0,50,0,0,80,65,0,53,62,65,0,90,45,57,0,0,0,0,53,89,73,79,54,50,31,0
9/4/2016 0:00,41,1,79,79,86,100,24,16,39,40,46,31,52,0,0,33,26,0,33,91,0,42,33,48,0,0,58,0,48,0,96,52,64,70,54,62,36,0,0
9/11/2016 0:00,42,1,81,70,89,92,35,14,71,26,90,41,0,0,100,0,0,40,0,0,0,0,0,46,45,0,80,66,0,97,0,53,66,68,58,44,46,20,0
9/18/2016 0:00,41,1,81,70,79,49,38,22,19,26,0,82,0,0,0,33,25,0,0,88,0,0,0,47,46,0,81,67,0,0,0,60,61,69,62,61,39,0,99
9/25/2016 0:00,38,1,85,63,90,76,46,21,32,52,45,81,0,0,50,32,25,79,64,0,0,40,32,0,0,0,40,66,0,0,0,58,61,67,47,63,21,20,0
10/2/2016 0:00,30,1,79,63,86,60,47,30,13,52,45,31,51,0,0,33,0,40,32,0,0,41,0,0,45,0,73,33,47,97,94,59,59,66,49,69,32,31,0
10/9/2016 0:00,48,1,79,75,86,90,45,16,40,40,0,42,0,0,0,100,78,41,0,91,53,84,0,48,0,0,50,0,0,100,0,49,47,65,50,43,55,0,0
10/16/2016 0:00,41,2,79,70,94,73,44,16,45,52,45,20,0,88,50,33,50,0,0,0,78,0,32,47,0,0,56,0,0,0,0,60,59,66,60,61,64,20,0
10/23/2016 0:00,45,1,74,59,82,53,43,17,19,51,45,50,0,0,50,0,0,0,0,0,0,40,95,46,44,0,32,33,46,0,0,64,71,74,55,72,35,20,0
10/30/2016 0:00,44,2,76,63,87,83,42,25,19,26,45,30,0,0,50,32,25,39,32,0,0,100,32,46,0,0,56,0,0,0,93,57,72,66,55,83,32,20,0
11/6/2016 0:00,37,1,71,47,75,59,34,27,41,47,82,55,0,0,91,59,34,0,0,82,63,0,0,0,0,0,29,0,43,0,0,55,48,61,51,78,42,28,0
11/13/2016 0:00,68,1,84,91,83,66,34,23,56,100,87,49,0,0,48,0,48,39,32,0,50,0,0,46,0,0,39,32,0,0,0,52,69,72,57,71,59,0,97
11/20/2016 0:00,36,1,68,64,79,75,32,23,31,26,44,20,0,0,0,32,0,40,0,0,50,79,0,46,0,0,47,0,0,0,0,54,62,81,51,70,31,20,97
11/27/2016 0:00,44,2,78,52,90,60,43,44,18,24,0,19,0,0,94,0,0,0,0,0,47,38,30,44,0,0,75,62,0,0,0,58,69,61,54,80,47,19,0
12/4/2016 0:00,49,2,74,72,83,85,33,23,24,24,41,37,0,0,92,0,23,0,30,0,47,37,29,0,0,41,74,30,43,0,0,57,72,64,52,63,26,19,0
12/11/2016 0:00,52,1,78,61,77,41,31,35,42,98,43,77,48,84,47,61,35,38,46,84,49,51,45,0,0,0,38,0,44,0,0,59,67,62,51,41,33,0,0
12/18/2016 0:00,49,1,65,71,73,48,42,42,25,26,45,100,51,0,50,32,49,79,0,0,51,40,32,46,0,0,64,0,0,0,93,53,65,59,51,68,56,20,97
12/25/2016 0:00,49,1,67,56,81,56,37,33,25,0,0,20,0,0,0,0,25,0,0,0,51,60,0,0,0,0,56,33,0,0,0,50,56,66,48,63,60,20,0
1/1/2017 0:00,33,1,71,76,85,57,25,21,25,40,53,38,36,0,53,36,84,0,28,75,0,0,53,56,0,0,78,100,0,0,0,83,79,73,72,54,52,23,0
1/8/2017 0:00,49,1,72,65,86,48,20,15,53,19,50,35,0,0,50,0,32,66,26,72,0,0,0,0,42,0,65,47,0,0,94,85,65,80,75,78,40,21,0
1/15/2017 0:00,39,2,70,41,76,47,18,17,24,0,0,42,0,0,0,34,31,0,0,0,0,26,50,0,41,0,43,0,0,0,0,86,76,79,83,84,68,0,0
1/22/2017 0:00,46,1,83,59,85,51,16,12,33,18,0,28,34,0,0,100,62,33,0,0,44,51,0,0,0,0,46,46,65,0,0,82,61,77,67,65,55,0,0
1/29/2017 0:00,38,1,73,53,88,78,22,17,28,18,49,28,0,51,49,33,62,64,38,0,0,26,0,0,0,0,50,0,0,0,0,79,65,73,88,83,51,21,0
2/5/2017 0:00,38,1,78,59,84,58,23,22,47,37,98,42,33,0,98,66,62,32,51,0,0,0,0,0,41,43,34,46,0,0,0,75,82,75,75,68,35,0,0
2/12/2017 0:00,50,1,76,46,83,58,20,23,32,27,0,27,0,0,0,32,30,32,75,0,42,0,0,0,0,42,86,89,32,0,0,71,71,75,81,84,61,20,0
2/19/2017 0:00,42,1,81,61,87,55,20,13,32,18,48,27,0,0,48,33,61,32,25,68,42,25,0,0,0,0,49,67,0,0,91,78,70,72,73,86,85,20,0
2/26/2017 0:00,41,1,73,68,88,53,17,18,9,17,0,33,0,0,0,0,0,31,24,65,0,0,93,49,0,0,28,0,0,0,0,81,77,75,82,72,41,48,0
3/5/2017 0:00,51,1,71,60,80,53,16,15,31,18,95,40,33,0,95,32,30,32,25,0,42,25,0,0,40,42,49,45,0,0,89,71,77,77,71,70,50,40,0
3/19/2017 0:00,68,1,80,58,80,50,17,12,68,18,98,55,0,0,98,33,30,65,25,69,85,0,0,0,0,0,66,0,0,0,90,75,65,74,66,41,55,82,50
3/26/2017 0:00,51,1,85,66,87,55,16,12,41,45,0,27,0,0,0,32,75,95,0,0,0,25,48,0,0,0,45,44,0,0,0,74,55,82,62,52,50,100,100
4/2/2017 0:00,61,1,84,60,78,45,18,16,32,36,47,20,33,49,47,32,30,79,0,0,0,74,0,50,0,0,33,0,0,0,0,84,52,72,67,66,76,30,0
